date,state,positive,positiveIncrease,negative,hospitalized,death,totalTestResults,mortality_rate,hospitalization_rate,new_deaths,deaths_7day_avg,new_cases,cases_7day_avg
2020-01-29,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,4.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-01-29,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,1.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-01-30,WA,2.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-0.42857142857142855
2020-01-30,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-01-30,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,4.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-01-30,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,1.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-01-31,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,4.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-01-31,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,4.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-01-31,WA,2.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-0.42857142857142855
2020-01-31,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-01,WA,2.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-0.42857142857142855
2020-02-01,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-01,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,4.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-01,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,4.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-02,WA,2.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1.0,-0.42857142857142855
2020-02-02,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-02,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,4.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-02,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,4.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-03,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,4.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-03,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-03,WA,3.0,1,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-0.2857142857142857
2020-02-03,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,7.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-04,WA,3.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-0.2857142857142857
2020-02-04,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-04,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,9.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-04,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,6.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-05,WA,3.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-2.0,-0.2857142857142857
2020-02-05,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-05,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,9.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-05,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,6.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-06,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,6.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-06,WA,5.0,2,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-0.14285714285714285
2020-02-06,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-06,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,10.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-07,WA,5.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-0.2857142857142857
2020-02-07,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-07,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,10.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-07,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,6.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-08,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,11.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-08,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,7.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-08,WA,5.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-0.2857142857142857
2020-02-08,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-09,WA,5.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-0.2857142857142857
2020-02-09,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-09,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,11.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-09,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,7.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-10,WA,5.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-0.2857142857142857
2020-02-10,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-10,NJ,165155.96925990676,0,848224.6220466517,9262.76247779034,0.0,0.0,2.7639515468141775,9.16444884435106,0.0,0.0,-1400.291049863654,-1415.0071004243282
2020-02-10,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,12.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-10,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,7.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-11,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,8.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-11,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,12.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-11,WA,5.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-0.2857142857142857
2020-02-11,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-11,NJ,165155.96925990676,0,848224.6220466517,9262.76247779034,0.0,0.0,2.7639515468141775,9.16444884435106,0.0,0.0,-1400.291049863654,-1415.0071004243282
2020-02-12,WA,5.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1.0,-0.2857142857142857
2020-02-12,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-12,NJ,165155.96925990676,0,848224.6220466517,9262.76247779034,0.0,0.0,2.7639515468141775,9.16444884435106,0.0,0.0,-1400.291049863654,-1415.0071004243282
2020-02-12,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,13.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-12,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,8.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-13,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,9.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-13,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,13.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-13,WA,6.0,1,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1.0,-0.14285714285714285
2020-02-13,NJ,165155.96925990676,0,848224.6220466517,9262.76247779034,0.0,0.0,2.7639515468141775,9.16444884435106,0.0,0.0,-1400.291049863654,-1415.0071004243282
2020-02-13,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-14,WA,7.0,1,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-14,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-14,NJ,165155.96925990676,0,848224.6220466517,9262.76247779034,0.0,0.0,2.7639515468141775,9.16444884435106,0.0,0.0,-1400.291049863654,-1415.0071004243282
2020-02-14,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,13.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-14,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,9.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-15,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,12.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-15,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,13.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-15,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-15,WA,7.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-15,NJ,165155.96925990676,0,848224.6220466517,9262.76247779034,0.0,0.0,2.7639515468141775,9.16444884435106,0.0,0.0,-1400.291049863654,-1415.0071004243282
2020-02-15,NE,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,1.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-16,WA,7.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-0.14285714285714285
2020-02-16,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-16,NJ,165155.96925990676,0,848224.6220466517,9262.76247779034,0.0,0.0,2.7639515468141775,9.16444884435106,0.0,0.0,-1400.291049863654,-1415.0071004243282
2020-02-16,NE,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,3.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-16,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,13.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-16,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,12.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-17,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,13.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-17,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,13.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-17,NE,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,3.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-17,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-17,WA,7.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-0.2857142857142857
2020-02-17,NJ,165155.96925990676,0,848224.6220466517,9262.76247779034,0.0,0.0,2.7639515468141775,9.16444884435106,0.0,0.0,-1400.291049863654,-1415.0071004243282
2020-02-18,WA,7.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-0.42857142857142855
2020-02-18,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-18,NJ,165155.96925990676,0,848224.6220466517,9262.76247779034,0.0,0.0,2.7639515468141775,9.16444884435106,0.0,0.0,-1400.291049863654,-1415.0071004243282
2020-02-18,NE,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,3.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-18,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,13.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-18,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,13.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-19,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,13.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-19,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,13.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-19,NE,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,9.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-19,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-19,WA,7.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-0.7142857142857143
2020-02-19,NJ,165155.96925990676,0,848224.6220466517,9262.76247779034,0.0,0.0,2.7639515468141775,9.16444884435106,0.0,0.0,-1400.291049863654,-1415.0071004243282
2020-02-20,WA,7.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-0.8571428571428571
2020-02-20,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-20,NJ,165155.96925990676,0,848224.6220466517,9262.76247779034,0.0,0.0,2.7639515468141775,9.16444884435106,0.0,0.0,-1400.291049863654,-1415.0071004243282
2020-02-20,NE,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,9.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-20,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,14.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-20,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,13.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-21,FL,0.0,0,848224.6220466517,9262.76247779034,3682.216859006523,13.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,0.0
2020-02-21,MA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,14.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-21,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-21,NJ,165155.96925990676,0,848224.6220466517,9262.76247779034,0.0,0.0,2.7639515468141775,9.16444884435106,0.0,0.0,-1400.291049863654,-1415.0071004243282
2020-02-21,NE,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,10.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-21,WA,7.0,0,848224.6220466517,9262.76247779034,3682.216859006523,0.0,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,0.0,-1.1428571428571428
2020-02-22,VA,165155.96925990676,0,848224.6220466517,9262.76247779034,3682.216859006523,2186935.7505093627,2.7639515468141775,9.16444884435106,-25.918134245748213,-26.10887208809207,-1400.291049863654,-1415.0071004243282
2020-02-22,NJ,165155.96925990676,0,848224.6220466517,9262.76247779034,0.0,0.0,2.7639515468141775,9.16444884435106,0.0,0.0,-1400.291049863654,-1415.0071004243282
